No.,銘柄コード （Code）,ISINコード,銘柄 （Name）,国（地域）名,Country (Region),通貨,Currency,株数（※） No. of Shares（※）,評価金額(円） Valuation (yen),純資産比率 % of NAV,MOTHER FUND/DIRECT
46,SNB,SA13L050IE10,THE SAUDI NATIONAL BANK,サウジアラビア,SA,サウジアラビア・リヤル,SAR,6196.3848,10417907.4164252,0.0026573474258689894,MOTHER FUND
47,2345,TW0002345006,ACCTON TECHNOLOGY CORPORATION,台湾,TW,台湾・ドル,TWD,1080.5693,10336372.429853203,0.002636549891582617,MOTHER FUND
48,AXSB,INE238A01034,AXIS BANK LIMITED,インド,IN,インド・ルピー,INR,4846.5536,10065521.214601602,0.002567462525869657,MOTHER FUND
49,MM,INE101A01026,MAHINDRA&MAHINDRA LIMITED,インド,IN,インド・ルピー,INR,1810.2872,10046103.4769383,0.0025625095470099652,MOTHER FUND
50,FSR,ZAE000066304,FIRSTRAND LTD,南アフリカ,ZA,南アフリカ・ランド,ZAR,10552.2265,10015782.981396101,0.002554775547507042,MOTHER FUND
51,3037,TW0003037008,UNIMICRON TECHNOLOGY CORP,台湾,TW,台湾・ドル,TWD,2807.9862,9938996.1899303,0.002535189158946833,MOTHER FUND
52,GFI,ZAE000018123,GOLD FIELDS LTD,南アフリカ,ZA,南アフリカ・ランド,ZAR,1854.3103,9878454.544523431,0.002519746500536741,MOTHER FUND
53,055550,KR7055550008,SHINHAN FINANCIAL GROUP,韓国,KR,韓国・ウォン,KRW,872.4597,9857196.14370124,0.0025143240145762812,MOTHER FUND
54,LT,INE018A01030,LARSEN&TOUBRO LIMITED,インド,IN,インド・ルピー,INR,1447.4293,9632226.59633902,0.0024569399139420826,MOTHER FUND
55,BAF,INE296A01032,BAJAJ FINANCE LTD,インド,IN,インド・ルピー,INR,5401.9129,9617646.71435641,0.0024532209509769403,MOTHER FUND
56,2628,CNE1000002L3,CHINA LIFE INSURANCE CO-H,中国,CN,香港・ドル,HKD,16155.1787,9566466.74818405,0.0024401662226204803,MOTHER FUND
57,2882,TW0002882008,CATHAY FINANCIAL HOLDING CO LTD,台湾,TW,台湾・ドル,TWD,20321.2804,9563625.371093102,0.002439441458443113,MOTHER FUND
58,GFNORTEO,MXP370711014,GRUPO FINANCIERO BANORTE-O,メキシコ,MX,メキシコ・ペソ,MXN,5140.0416,9536390.08778264,0.002432494419358876,MOTHER FUND
59,BAP,BMG2519Y1084,CREDICORP LTD,ペルー,PE,アメリカ・ドル,USD,147.1442,9513289.289554462,0.0024266019839346196,MOTHER FUND
60,KFH,KW0EQ0100085,KUWAIT FINANCE HOUSE,クウェート,KW,クウェート・ディナール,KWD,23252.1313,9496995.83804387,0.00242244593227285,MOTHER FUND
61,9888,KYG070341048,BAIDU INC-CLASS A,ケイマン諸島（英領）,KY,香港・ドル,HKD,4493.8344,9401231.92773872,0.0023980189556864276,MOTHER FUND
62,9961,KYG9066F1019,TRIP.COM GROUP LTD,ケイマン諸島（英領）,KY,香港・ドル,HKD,1232.6495,9269314.461848272,0.0023643701119792494,MOTHER FUND
63,PKO,PLPKO0000016,PKO BANK POLSKI SA,ポーランド,PL,ポーランド・ズロチ,PLN,1862.3146,9070721.892231232,0.00231371411816263,MOTHER FUND
64,857,CNE1000003W8,PETROCHINA CO LTD-H,中国,CN,香港・ドル,HKD,43489.5809,9044680.344553871,0.0023070715711596707,MOTHER FUND
65,SBK,ZAE000109815,STANDARD BANK GROUP LTD,南アフリカ,ZA,南アフリカ・ランド,ZAR,2798.808,8914692.69546309,0.002273914975415544,MOTHER FUND
66,2899,CNE100000502,ZIJIN MINING GROUP CO-H,中国,CN,香港・ドル,HKD,13086.8953,8720253.79436921,0.002224318478474519,MOTHER FUND
67,CPI,ZAE000035861,CAPITEC BANK HOLDINGS LTD,南アフリカ,ZA,南アフリカ・ランド,ZAR,188.3659,8549113.769201852,0.0021806649416207923,MOTHER FUND
68,DELTA-R,TH0528010R18,DELTA ELECTRONICS THAI-NVDR,タイ,TH,タイ・バーツ,THB,6659.5088,8438929.581007762,0.002152559713078696,MOTHER FUND
69,NBK,KW0EQ0100010,NATIONAL BANK OF KUWAIT,クウェート,KW,クウェート・ディナール,KWD,18562.6204,8286676.720617211,0.0021137238192213427,MOTHER FUND
70,3968,CNE1000002M1,CHINA MERCHANTS BANK-H,中国,CN,香港・ドル,HKD,7699.9504,8077925.51852625,0.0020604766125271387,MOTHER FUND
71,STC,SA0007879543,SAUDI TELECOM CO,サウジアラビア,SA,サウジアラビア・リヤル,SAR,4335.6177,8022083.34922267,0.0020462326728449866,MOTHER FUND
72,FAB,AEN000101016,FIRST ABU DHABI BANK PJSC,アラブ首長国連邦,AE,ＵＡＥ・ディルハム,AED,9564.0392,7968279.25375822,0.002032508594787022,MOTHER FUND
73,MTN,ZAE000042164,MTN GROUP LTD,南アフリカ,ZA,南アフリカ・ランド,ZAR,3516.5195,7874624.361338521,0.0020086195758753024,MOTHER FUND
74,086790,KR7086790003,HANA FINANCIAL HOLDINGS,韓国,KR,韓国・ウォン,KRW,560.2952,7824965.850137721,0.0019959529326006773,MOTHER FUND
