Ticker,Name,Fee,Bought,Market cap,PE ratio,Forward PE ratio,PB,ROA,Net Margin,Operating Margin,Debt To Equity,Earnings Growth,Dividend yield,Vol 1D,Vol 3D,Vol 5D,Vol 30D,Avg Volume,Price 1D,Price 3D,Price 5D,Price 30D,Target high %,Target low %,Target mean %,Current price,Avg Rating 1D,Avg Rating 7D,Avg Rating,Score,Sector,Note
1306,NEXT FUNDS TOPIX Exchange Traded Fund,'0.09%,,,18.427965,,,,,,,,0.0166,0.036050033775121934,0.13185994633365797,-0.009640024455393342,0.3399686091827815,9216318288.6,0.009541511930405462,0.01950646298472388,0.021908127208480593,0.0655858351662496,,,,433.8,2.11,1.88,,0.0,,
1309,NEXT FUNDS ChinaAMC SSE50 Index Exchange Traded Fund,'1.26%,,,13.998439,,,,,,,,0.0,-0.9555990367248646,-0.4267618608935974,-0.5113778054862843,-0.0016216381605115714,4590730.0,0.0,0.0010859728506787331,-0.0034234234234234236,0.0018112660749864155,,,,55310.0,2.02,2.16,,0.0,,
1311,NEXT FUNDS TOPIX Core 30 Exchange Traded Fund,'0.24%,,,18.415709,,,,,,,,0.0121,-0.8156556519358088,0.7393120648061337,0.2575268366320027,0.6424571186019159,55192128.0,0.010566762728146013,0.020368574199806012,0.011052378664103796,0.06048387096774194,,,,2104.0,2.02,2.07,,0.0,,
1319,NEXT FUNDS Nikkei 300 Index Exchange Traded Fund,'0.26%,,,19.057806,,,,,,,,0.0204,3.507772020725389,0.3695652173913043,3.468965517241379,0.6081081081081081,5614430.0,0.0106438896189225,0.04639455782312928,0.06893676164002784,0.060827586206896586,,,,769.1,1.79,2.07,,0.0,,
1321,NEXT FUNDS Nikkei 225 Exchange Traded Fund,'0.15%,,,24.550076,,,,,,,,0.0104,-0.743328534239916,0.12356008714856297,0.02564709015363827,0.22006729304861694,43014434400.0,0.012997454106927509,0.03292799562781801,0.041035527402919304,0.1564938044974759,,,,75600.0,2.02,1.98,,0.0,,
1325,NEXT FUNDS Ibovespa Linked Exchange Traded Fund,'1.31%,,,11.861207,,,,,,,,0.0351,-0.9397270595262742,-0.6019994149732436,-0.562594770257635,-0.3965049342486239,9539890.0,0.006968641114982578,-0.020006761677164996,-0.042412154773675444,-0.10664605873261206,,,,289.0,3.48,2.91,,0.0,,
1328,NEXT FUNDS Gold Price Exchange Traded Fund,'0.58%,,,,,,,,,,,0.0,-0.7712457128813065,-0.06242501863781466,-0.28921188897046285,-0.18387745787729837,829925520.0,0.007276178424549193,-0.029564157269125268,-0.02421084891204413,-0.08294930875576037,,,,15920.0,4.02,3.0,,0.0,,
1329,iShares Core Nikkei 225 ETF,'0.0495%,,,24.608946,,,,,,,,0.0125,-0.6651749423797317,0.005557506333459352,-0.11465789857002645,0.15811371119794398,6975223593.0,0.01224764468371467,0.03197036223929747,0.041689750692520774,0.15778940886699508,,,,7521.0,1.93,1.98,,0.0,,
1343,NEXT FUNDS REIT INDEX ETF,'0.2%,,,20.320738,,,,,,,,0.0473,-0.8233108696897725,-0.21491842304729686,-0.1020880577566533,0.2800749868141275,1621742467.5,-0.004440961337513062,-0.0010484927916120576,-0.023571611580835254,-0.04486215538847118,,,,1905.5,3.8,3.98,,0.0,,
1357,NEXT FUNDS Nikkei 225 Double Inverse Index ETF,'0.93%,,,,,,,,,,,0.0,-0.662004237762931,0.5929942024616971,0.39133260120723756,0.17610941251723922,30129695916.0,-0.02549800796812749,-0.06319417847567982,-0.07941287165976665,-0.27825317202714667,,,,2446.0,4.07,4.02,,0.0,,
