Ticker,Name,ISIN,Exchange,Currency,Region
1301,"KYOKUYO CO.,LTD.",JP3257200000,,,JP
1332,NISSUI CORPORATION,JP3718800000,,,JP
1333,UMIOS CORPORATION,JP3876600002,,,JP
1375,"YUKIGUNI FACTORY CO.,LTD.",JP3947010009,,,JP
1376,"KANEKO SEEDS CO.,LTD.",JP3216200000,,,JP
1377,SAKATA SEED CORPORATION,JP3315000004,,,JP
1379,HOKUTO CORPORATION,JP3843250006,,,JP
1407,WEST HOLDING,JP3154750008,TSE,JPY,JP
1414,"SHO-BOND HOLDINGS CO.,LTD.",JP3360250009,,,JP
1417,MIRAIT ONE CORPORATION,JP3910620008,,,JP
1419,TAMA HOME CO LTD,JP3470900006,TSE,JPY,JP
1435,ROBOT HOME INC.,JP3153950005,,,JP
1514,"SUMISEKI HOLDINGS,INC.",JP3400750000,,,JP
1515,NITTETSU MINING CO LTD,JP3680800004,TSE,JPY,JP
1605,INPEX CORP,JP3294460005,TSE,JPY,JP
1662,JAPAN PETROLEUM EXPLORATION ORD,JP3421100003,TSE,JPY,JP
1663,K&O ENERGY GROUP INC.,JP3277020008,,,JP
166A,TASUKI HOLDINGS INC.,JP3464310006,,,JP
167A,RYOYO RYOSAN HOLDINGS INC,JP3975410006,TSE,JPY,JP
1719,HAZAMA ANDO CORPORATION,JP3767810009,,,JP
1720,"TOKYU CONSTRUCTION CO., LTD.",JP3567410000,,,JP
1721,COMSYS HOLDINGS CORP ORD,JP3305530002,TSE,JPY,JP
1762,"TAKAMATSU CONSTRUCTION GROUP CO.,LTD.",JP3457900003,,,JP
1766,TOKEN CORPORATION,JP3590900001,,,JP
1786,ORIENTAL SHIRAISHI CORPORATION,JP3197950003,,,JP
1801,TAISEI CORPORATION,JP3443600006,,,JP
1802,OBAYASHI CORPORATION,JP3190000004,,,JP
1803,SHIMIZU CORPORATION,JP3358800005,,,JP
1808,HASEKO CORPORATION,JP3768600003,,,JP
1812,KAJIMA CORPORATION,JP3210200006,,,JP
1813,FUDO TETRA CORP,JP3825600004,TSE,JPY,JP
1815,TEKKEN CORPORATION,JP3545600003,,,JP
1820,"NISHIMATSU CONSTRUCTION CO.,LTD.",JP3659200004,,,JP
1833,OKUMURA CORPORATION,JP3194800003,,,JP
1835,"TOTETSU KOGYO CO.,LTD.",JP3595400007,,,JP
1852,ASANUMA CORPORATION,JP3110000001,,,JP
1860,TODA CORPORATION,JP3627000007,,,JP
1861,"KUMAGAI GUMI CO.,LTD.",JP3266800006,,,JP
186A,ASTROSCALE HLDG ORD,JP3119820003,TSE,JPY,JP
1870,"YAHAGI CONSTRUCTION CO.,LTD.",JP3933200002,,,JP
1871,"PS CONSTRUCTION CO.,LTD.",JP3801400007,,,JP
1878,"DAITO TRUST CONSTRUCTION CO.,LTD.",JP3486800000,,,JP
1879,SHINNIHON CORPORATION,JP3380300008,,,JP
1882,TOA ROAD CORPORATION,JP3558000000,,,JP
1885,TOA CORPORATION,JP3556000002,,,JP
1893,"PENTA-OCEAN CONSTRUCTION CO.,LTD.",JP3309000002,,,JP
1898,"SEIKITOKYU KOGYO CO.,LTD.",JP3414600001,,,JP
1899,FUKUDA CORPORATION,JP3805600008,,,JP
1911,"SUMITOMO FORESTRY CO.,LTD.",JP3409800004,,,JP
1925,"DAIWA HOUSE INDUSTRY CO.,LTD.",JP3505000004,,,JP
1926,RAITO KOGYO CO LTD,JP3965800000,TSE,JPY,JP
1928,"SEKISUI HOUSE,LTD.",JP3420600003,,,JP
1934,YURTEC CORPORATION,JP3946200007,,,JP
1938,"NIPPON RIETEC CO.,LTD.",JP3510600004,,,JP
1939,YONDENKO CORPORATION,JP3962600007,,,JP
1941,CHUDENKO CORPORATION,JP3524000001,,,JP
1942,"KANDENKO CO.,LTD.",JP3230600003,,,JP
1944,KINDEN CORPORATION,JP3263000006,,,JP
1946,TOENEC CORPORATION,JP3552230009,,,JP
1950,"NIPPON DENSETSU KOGYO CO.,LTD.",JP3736200001,,,JP
1951,"EXEO GROUP,INC.",JP3254200003,,,JP
1952,"SHIN NIPPON AIR TECHNOLOGIES CO.,LTD.",JP3380250005,,,JP
1959,KRAFTIA CORPORATION,JP3247050002,,,JP
1961,"SANKI ENGINEERING CO.,LTD.",JP3325600009,,,JP
1963,JGC HOLDINGS CORPORATION,JP3667600005,,,JP
1965,TECHNO RYOWA LTD,JP3545040002,TSE,JPY,JP
1968,"TAIHEI DENGYO KAISHA,LTD.",JP3447200001,,,JP
1969,TAKASAGO THERMAL ENGINEERING,JP3455200000,TOKYO STOCK EXCHANGE,JPY,JP
1975,"ASAHI KOGYOSHA CO.,LTD.",JP3112800002,,,JP
1976,"MEISEI INDUSTRIAL CO.,LTD.",JP3918200001,,,JP
1979,TAIKISHA LTD.,JP3441200007,,,JP
1980,DAI-DAN CO LTD,JP3486000007,TSE,JPY,JP
1982,"HIBIYA ENGINEERING,LTD.",JP3793400007,,,JP
2001,NIPPN CORPORATION,JP3723000000,,,JP
2002,NISSHIN SEIFUN GROUP INC,JP3676800000,TSE,JPY,JP
2003,"NITTO FUJI FLOUR MILLING CO.,LTD.",JP3683200004,,,JP
2004,"SHOWA SANGYO CO.,LTD.",JP3366400004,,,JP
2053,"CHUBU SHIRYO CO.,LTD.",JP3525400002,,,JP
2060,"FEED ONE CO.,LTD.",JP3802960009,,,JP
2108,"NIPPON BEET SUGAR MANUFACTURING CO.,LTD.",JP3732600006,,,JP
2109,"MITSUI DM SUGAR CO.,LTD.",JP3890400009,,,JP
2117,"WELLNEO SUGAR CO.,LTD.",JP3676600004,,,JP
2121,MIXI INC,JP3882750007,TSE,JPY,JP
2124,JAC RECRUITMENT CO LTD,JP3386130003,TSE,JPY,JP
2127,NIHON M&A CENTER HOLDINGS INC,JP3689050007,TSE,JPY,JP
2146,UT GROUP CO LTD,JP3949500007,TSE,JPY,JP
2154,OPEN UP GROUP INC.,JP3635580008,,,JP
2158,FRONTEO INC,JP3944630007,TSE,JPY,JP
2160,GNI GROUP LTD,JP3386370005,TSE,JPY,JP
2175,"SMS CO.,LTD.",JP3162350007,,,JP
2181,"PERSOL HOLDINGS CO.,LTD.",JP3547670004,,,JP
2201,"MORINAGA & CO.,LTD.",JP3926400007,,,JP
2204,"NAKAMURAYA CO.,LTD.",JP3646000004,,,JP
2206,"EZAKI GLICO CO.,LTD.",JP3161200005,,,JP
2207,"MEITO CO.,LTD.",JP3920200007,,,JP
2209,"IMURAYA GROUP CO.,LTD.",JP3149200002,,,JP
2211,"FUJIYA CO.,LTD.",JP3821200007,,,JP
2212,"YAMAZAKI BAKING CO.,LTD.",JP3935600001,,,JP
2217,MOROZOFF LIMITED,JP3927600001,,,JP
2220,"KAMEDA SEIKA CO.,LTD.",JP3219800004,,,JP
2222,KOTOBUKI SPIRITS CO LTD,JP3299600001,TSE,JPY,JP
2229,"CALBEE,INC.",JP3220580009,,,JP
2264,"MORINAGA MILK INDUSTRY CO.,LTD.",JP3926800008,,,JP
